,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,linares,-35.85,-71.6,50.88,68,29,2.93,CL,1620779400
371,manokwari,-0.8667,134.0833,82.54,75,100,5.14,ID,1620779402
372,sibolga,1.7427,98.7792,81.48,78,100,1.5,ID,1620779404
373,gigmoto,13.7796,124.39,84.36,75,17,9.1,PH,1620779406
374,guangyuan,32.442,105.823,71.85,65,33,0.92,CN,1620779407
375,chapais,49.7834,-74.8492,50.0,37,90,8.05,CA,1620779114
376,sisimiut,66.9395,-53.6735,33.19,92,99,4.92,GL,1620779337
377,jalu,29.0331,21.5482,78.91,20,0,7.27,LY,1620779247
378,lazarev,52.225,141.5131,34.48,80,14,16.49,RU,1620779412
379,sur,22.5667,59.5289,83.75,51,1,4.18,OM,1620779413
380,hondo,32.45,130.2,66.2,100,75,6.91,JP,1620779414
381,desna,50.9273,30.7605,57.2,62,4,11.18,UA,1620779416
382,kodiak,57.79,-152.4072,44.6,81,90,8.05,US,1620779417
383,troitskoye,52.9821,84.6757,52.2,58,14,3.18,RU,1620779418
384,kirillov,59.863,38.3813,47.88,93,6,3.71,RU,1620779419
385,koslan,63.4564,48.8989,51.71,87,100,8.93,RU,1620779421
386,kyshtovka,56.555,76.6271,52.02,46,100,4.76,RU,1620779422
387,manati,18.4275,-66.4921,80.01,84,93,1.99,PR,1620779423
388,ilo,-17.6394,-71.3375,63.73,84,83,3.44,PE,1620779424
389,beian,63.6559,9.5683,46.99,93,0,5.75,NO,1620779426
390,strezhevoy,60.7333,77.5889,48.2,76,0,2.24,RU,1620779427
391,ust-ilimsk,58.0006,102.6619,38.91,54,11,7.65,RU,1620779428
392,iracoubo,5.4802,-53.2011,78.01,85,100,11.03,GF,1620779430
393,sabha,27.0377,14.4283,84.94,11,0,2.53,LY,1620779431
394,leiyang,26.4024,112.8591,72.75,94,100,1.5,CN,1620779432
395,juneau,58.3019,-134.4197,51.8,71,75,9.22,US,1620779433
396,katobu,-4.9408,122.5276,84.29,65,59,7.14,ID,1620779435
397,potters bar,40.5937,-74.3613,59.0,38,90,10.36,US,1620779436
398,abaza,52.655,90.0928,50.25,59,100,1.83,RU,1620779437
399,alyangula,-13.8483,136.4192,84.2,61,13,10.36,AU,1620779439
400,faanui,-16.4833,-151.75,81.14,77,16,18.21,PF,1620779440
401,ballina,-28.8667,153.5667,71.6,83,40,1.14,AU,1620779441
402,bud,39.447,-86.1758,52.0,55,100,10.54,US,1620779443
403,saint-francois,46.4154,3.9054,48.2,81,0,4.61,FR,1620779444
404,charters towers,38.5736,-83.4333,54.0,47,1,5.75,US,1620779445
405,yuli,9.6989,10.2744,83.05,56,10,7.02,NG,1620779447
406,guiuan,11.0333,125.7247,83.12,78,100,14.65,PH,1620779448
407,chipinge,-20.1883,32.6236,52.39,81,0,2.21,ZW,1620779449
408,mlimba,-8.8,35.8167,64.65,80,7,2.98,TZ,1620779450
409,kintampo,8.0563,-1.7306,77.22,71,21,5.14,GH,1620779170
410,san jose,13.3034,-4.8956,90.54,34,89,14.63,ML,1620779332
411,tucumcari,35.1717,-103.725,51.8,71,90,18.41,US,1620779454
412,labuhan,-6.8844,112.2051,82.31,79,13,7.49,ID,1620779455
413,marshall,34.3834,-86.3333,69.01,72,90,3.44,US,1620779456
414,kysyl-syr,63.8986,122.7617,39.76,45,16,8.16,RU,1620779458
415,mitu,1.1983,-70.1733,71.06,98,100,1.9,CO,1620779459
416,silanga,11.8181,124.8431,84.87,70,76,6.22,PH,1620779460
417,outjo,-20.1167,16.15,59.16,31,0,8.19,NA,1620779461
418,andenes,69.3143,16.1194,41.0,81,90,13.8,NO,1620779463
419,alto araguaia,31.6505,-95.0727,61.0,100,90,11.5,US,1620779464
420,baniyas,35.1819,35.9487,59.0,72,0,4.61,SY,1620779465
421,totskoye,52.5248,52.7623,57.6,62,100,6.71,RU,1620779466
422,interlaken,36.9513,-121.7338,77.0,77,1,10.36,US,1620779468
423,rovaniemi,66.5,25.7167,41.0,100,90,4.61,FI,1620779469
424,naze,28.3667,129.4833,75.2,94,75,14.97,JP,1620779470
425,calvillo,21.85,-102.7167,77.0,36,40,16.11,MX,1620779307
426,panama city,9.0,-80.0,82.0,81,100,4.18,PA,1620779280
427,tanout,14.9709,8.8879,86.05,11,100,8.1,NE,1620779474
428,eyl,7.9803,49.8164,79.48,76,100,14.03,SO,1620779475
429,benghazi,32.1167,20.0667,71.01,40,6,9.35,LY,1620779476
430,grodkow,50.6984,17.3845,64.4,55,0,9.22,PL,1620779478
431,onalaska,43.8844,-91.2351,62.6,23,20,6.91,US,1620779479
432,pokhara,28.2333,83.9833,69.33,66,79,2.35,NP,1620779480
433,humaita,-7.5061,-63.0208,73.38,96,58,2.04,BR,1620779482
434,basoko,1.2391,23.616,70.79,94,100,0.89,CD,1620779483
435,san juan,13.3034,-4.8956,90.54,34,89,14.63,ML,1620779332
436,omboue,-1.5746,9.2618,78.08,87,100,4.47,GA,1620779485
437,beesel,51.2683,6.0389,54.0,86,100,1.01,NL,1620779487
438,husavik,66.0449,-17.3389,30.2,64,0,5.75,IS,1620779488
439,jinxiang,27.4327,120.6062,73.51,91,100,3.18,CN,1620779489
440,menongue,-14.6585,17.691,54.5,56,3,4.03,AO,1620779354
441,phan thiet,19.5539,99.7405,77.0,94,20,2.3,TH,1620779492
442,port keats,-7.0349,29.7638,68.65,75,1,5.88,CD,1620779493
443,petropavlovsk-kamchatskiy,53.0452,158.6483,51.8,32,44,8.95,RU,1620779494
444,malazgirt,39.1427,42.5401,46.85,44,0,3.06,TR,1620779496
445,florianopolis,-27.6146,-48.5012,66.0,77,75,9.22,BR,1620779497
446,dapaong,10.8639,0.205,86.83,42,48,6.96,TG,1620779498
447,palkino,57.5409,28.0126,48.2,66,0,4.47,RU,1620779500
448,cache creek,41.7494,-111.7502,62.01,25,1,4.16,US,1620779501
449,salinas,36.6777,-121.6555,69.01,67,20,14.97,US,1620779502
450,camargo,27.6667,-105.1667,70.83,49,100,14.36,MX,1620779503
451,quibdo,5.6947,-76.6611,75.92,97,100,2.3,CO,1620779505
452,palana,59.1167,159.9667,32.45,74,28,12.57,RU,1620779506
453,acapulco,16.8634,-99.8901,86.0,70,75,3.44,MX,1620779507
454,harper,4.375,-7.7169,80.04,77,100,7.43,LR,1620779508
455,anchorage,61.2181,-149.9003,55.4,47,40,11.5,US,1620779510
456,gamboma,-1.8764,15.8644,74.91,78,53,3.18,CG,1620779511
457,ingham,42.6,-84.3833,51.8,40,40,10.36,US,1620779512
458,pacific grove,38.482,-90.7415,55.0,59,100,6.08,US,1620779514
459,dongying,37.4564,118.4856,68.5,67,100,5.1,CN,1620779515
460,nilanga,18.1,76.7667,84.07,40,19,7.81,IN,1620779516
461,whitianga,-36.8333,175.7,70.0,81,46,5.99,NZ,1620779518
462,faro,37.0194,-7.9322,57.2,77,0,8.05,PT,1620779219
463,tynda,55.1667,124.7167,44.28,90,100,6.89,RU,1620779520
464,dundee,56.5,-2.9667,48.2,100,75,8.05,GB,1620779521
465,balaipungut,1.05,101.2833,75.2,100,20,1.07,ID,1620779523
466,novyy svit,45.0072,38.9819,50.0,76,0,6.71,RU,1620779524
467,lensk,60.7253,114.9278,36.84,80,100,6.91,RU,1620779525
468,alice springs,27.7523,-98.0697,87.8,74,1,14.97,US,1620779526
469,nalut,30.3333,10.85,65.68,66,0,17.45,LY,1620779528
470,shubarshi,48.5872,57.1869,57.07,48,92,12.71,KZ,1620779529
471,fairbanks,64.8378,-147.7164,62.6,31,90,8.05,US,1620779386
472,itarema,-2.9248,-39.9167,76.71,88,99,8.81,BR,1620779531
473,volksrust,-27.3654,29.8818,46.83,47,0,4.54,ZA,1620779533
474,shorapur,16.5167,76.75,81.19,66,10,7.34,IN,1620779534
475,yar-sale,66.8333,70.8333,32.61,87,80,6.55,RU,1620779294
476,nara,34.6851,135.8049,69.8,64,75,16.11,JP,1620779536
477,karatuzskoye,53.6072,92.8667,49.55,57,100,1.19,RU,1620779538
478,chemal,51.4111,86.005,50.85,74,100,1.07,RU,1620779539
479,gornopravdinsk,60.05,69.9,47.25,70,100,9.24,RU,1620779540
480,kadoma,34.7333,135.5833,69.8,68,75,16.11,JP,1620779542
481,dodge city,43.4167,-88.7001,55.99,37,1,6.42,US,1620779543
482,yinchuan,38.4681,106.2731,69.57,29,0,3.38,CN,1620779544
483,sovetskiy,61.3614,63.5842,45.55,65,95,3.33,RU,1620779348
484,acarau,-2.8856,-40.12,77.36,86,99,9.33,BR,1620779547
485,caravelas,-17.7125,-39.2481,70.09,76,0,5.66,BR,1620779548
486,ondarroa,43.3167,-2.4167,53.01,84,100,1.01,ES,1620779549
487,chicama,-7.8447,-79.1469,66.2,82,75,10.36,PE,1620779551
488,madimba,-10.4,40.3333,71.6,94,20,12.66,TZ,1620779274
489,iqaluit,63.7506,-68.5145,28.4,86,75,5.75,CA,1620779280
490,suntar,62.1444,117.6319,40.75,55,100,7.94,RU,1620779554
491,fuerte olimpo,17.5381,120.3644,87.6,65,0,5.77,PH,1620779555
492,shakawe,-18.3667,21.85,54.23,47,0,4.56,BW,1620779557
493,samarai,-10.6167,150.6667,82.49,76,59,5.57,PG,1620779558
494,saint-louis,16.3333,-15.0,93.2,22,6,2.3,SN,1620779559
495,micheweni,-4.9667,39.8333,76.82,77,10,12.71,TZ,1620779560
496,taywarah,33.35,64.4167,43.88,58,0,6.78,AF,1620779562
497,melito di porto salvo,40.3335,15.0652,64.0,72,26,5.01,IT,1620779563
498,brisbane,-27.4679,153.0281,78.01,78,20,5.75,AU,1620779476
499,amapa,1.0,-52.0,69.44,99,100,1.32,BR,1620779565
500,fort-shevchenko,44.5086,50.263,59.68,74,0,10.49,KZ,1620779567
501,luena,-11.7833,19.9167,55.78,67,0,3.58,AO,1620779568
502,diamantino,-14.4086,-56.4461,74.17,51,27,1.25,BR,1620779397
503,lazaro cardenas,19.4558,-71.3261,82.0,73,100,8.99,DO,1620779571
504,tukrah,32.5341,20.5791,67.64,37,7,9.31,LY,1620779572
505,ponta delgada,38.7333,-28.2667,56.48,80,10,9.82,PT,1620779573
506,nicoya,10.1483,-85.452,82.4,69,40,6.91,CR,1620779575
507,aadorf,47.492,8.901,50.0,87,90,6.91,CH,1620779576
508,santiago,-33.4569,-70.6483,66.99,36,0,2.3,CL,1620779387
509,siocon,7.7061,122.1353,83.98,76,45,3.49,PH,1620779578
510,mattru,7.6244,-11.8332,76.32,92,98,0.69,SL,1620779580
511,balbalan,17.4414,121.2019,80.6,56,0,3.78,PH,1620779581
512,scarborough,54.2797,-0.4044,48.0,92,9,1.01,GB,1620779415
513,kotido,2.9806,34.1331,64.11,90,100,1.16,UG,1620779583
514,sedona,34.8697,-111.761,82.99,11,1,6.91,US,1620779497
515,meadow lake,45.5291,-102.2163,59.0,33,19,5.01,US,1620779586
516,kavaratti,10.5669,72.642,84.56,72,84,5.06,IN,1620779587
517,chato,-2.6378,31.7669,63.5,91,71,5.55,TZ,1620779588
518,abu dhabi,24.6,72.7,67.62,65,2,6.76,IN,1620779590
519,porto murtinho,41.1496,-8.611,57.2,94,75,18.41,PT,1620779370
520,dandong,40.1292,124.3947,54.25,82,100,6.55,CN,1620779475
521,rumoi,43.9344,141.6428,51.13,49,3,2.95,JP,1620779594
522,imbituba,-28.24,-48.6703,62.6,77,75,9.22,BR,1620779322
523,pamanukan,-6.2842,107.8106,82.65,73,84,5.32,ID,1620779597
524,zmeinogorsk,51.1567,82.195,49.5,60,98,4.0,RU,1620779598
525,tabora,-5.0167,32.8,68.0,94,40,3.89,TZ,1620779599
526,ulaanbaatar,47.9077,106.8832,35.6,60,0,2.24,MN,1620779601
527,grindavik,63.8424,-22.4338,35.6,80,20,5.75,IS,1620779602
528,guerrero negro,17.6667,-100.0,74.25,76,53,5.28,MX,1620779604
529,derzhavinsk,51.1,66.3167,54.03,53,79,5.46,KZ,1620779605
530,serra talhada,-20.1286,-40.3078,72.0,68,0,8.05,BR,1620779607
531,teguise,29.0605,-13.564,64.4,63,20,14.97,ES,1620779608
532,podgornoye,51.735,39.1496,46.4,81,0,6.71,RU,1620779609
533,jarinu,-23.1014,-46.7283,66.2,59,0,8.05,BR,1620779535
534,abeche,13.8292,20.8324,83.14,18,3,8.41,TD,1620779612
535,ust-tsilma,65.441,52.1498,49.1,94,100,5.99,RU,1620779613
536,lubango,-14.9172,13.4925,57.06,46,1,3.87,AO,1620779614
537,ocampo,21.65,-101.5,86.0,50,100,5.35,MX,1620779615
538,isangel,-19.55,169.2667,84.2,70,40,13.8,VU,1620779617
539,rozkishne,48.5074,39.3004,44.08,92,100,17.85,UA,1620779618
540,san carlos de bariloche,13.3034,-4.8956,90.64,34,100,10.29,ML,1620779619
541,teopantlan,18.7167,-98.2667,73.4,43,40,9.22,MX,1620779621
542,inongo,-1.95,18.2667,72.34,86,2,3.04,CD,1620779461
543,raga,8.4596,25.678,70.48,92,100,4.79,SS,1620779623
544,behbahan,30.5959,50.2417,73.4,33,0,2.89,IR,1620779624
545,mandali,33.7499,45.5541,82.83,24,7,10.27,IQ,1620779626
